Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors
Data Analyst,$41K-$77K (Glassdoor est.),"We are actively recruiting for this role, with all interviews, hiring and new hire on-boarding being done virtually. The start date is immediate, with work to be performed remotely until bans for onsite work are lifted.

Alaant is hiring a Data Analyst for our client who offers outstanding employee recognition and a casual work environment. You will bring your technical skills and ability to analyze and report sample data to cross-functional teams in a laboratory environment.

What you'll do:
Daily and weekly database auditing to ensure consistency
Manage tracking and schedule reporting of past-due items
Develop and track metrics across cross-functional teams
What you bring:
Bachelor’s degree required
Experience in database entry and administration
Experience creating and maintaining reports in Excel, Access and SharePoint
Things you need to know:
This is a full time, temporary role for up to 1 year with a company that promotes growth from within!
Shift: Monday – Friday, 8am-4:30pm
Great opportunity to grow your skills
This is one of the best companies in the Capital Region!
Great pay, paid time off, and comprehensive health insurance
Military Occupation Specialty (M.O.S) Code Equivalents:
Army: 71C, Navy: YN, Marine: 0111

Any questions?
Monica Sweeney, Resource Manager @ 518-689-0704

Alaant Workforce Solutions wants all interested applicants to know we are hiring a diverse workforce and are actively recruiting candidates in accordance with diversity, inclusion and equal opportunity policies.

Connect with us on LinkedIn, Facebook, Twitter, Instagram & Glassdoor

At Alaant we believe in People First! We Care. We Listen & We Support.

www.alaant.com",5.0,"Alaant Workforce Solutions
5.0","Albany, NY",-1,51 to 200 Employees,2018,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,-1
Data Science Analyst,$41K-$77K (Glassdoor est.),"Data Science Analyst

Job Details
Level
Experienced
Job Location
New York - New York, NY
Position Type
Full Time
Education Level
4 Year Degree
Salary Range
Undisclosed
Travel Percentage
None
Job Shift
Undisclosed
Job Category
Information Technology
Description
Greater New York Mutual Insurance Company (""GNY"") is an A+ rated, financially stable and growing property casualty insurance company with locations throughout the Northeast. We are currently looking for a dynamic and highly motivated Data Science Analyst for our New York office.

The purpose of this job is to assist in developing and maintaining advanced analytics tools by utilizing machine learning and predictive analytics techniques. It results in pricing enhancement, early fraud detection, loss control efficiency, customer experience improvement, better broker selection, and better claims reserving.

Responsibilities
Score GL and Property renewal policies using underwriting score models - monthly
Analyze loss control data and narrow down inspection questionnaires from hundreds to top 20-30s - daily
Add sold rate and rate adequacy to New Business Score Engine - daily
Develop a machine learning-based model for setting individual claims reserving - daily
Support requests from other departments (e.g., actuarial, underwriting) - weekly
Qualifications
Have obtained a Bachelor's or Master degree from an accredited institution preferably in Data Science, Statistics, Applied Mathematics or Computer Science
2 - 4 years of experience in machine learning, predictive analytics, and data mining
3+ years experience with programming (e.g., R, Python, SQL)",3.7,"Greater New York Mutual Insurance Company
3.7","New York, NY",-1,201 to 500 Employees,1914,Company - Private,Insurance Carriers,Insurance,$100 to $500 million (USD),-1
Data and Policy Analyst - Statistical Programmer,$46K-$72K (Glassdoor est.),"Job Description

At Acumen, LLC / The SPHERE Institute, Data and Policy Analysts provide analytical support for research and consulting projects for government and private clients, primarily in the area of health policy. This position is responsible for managing and analyzing data, researching and interpreting policy, and communicating findings to multiple audiences.

Data and Policy Analysts perform a wide array of functions as part of the research process. Those applicants interested in focusing on statistical programming help create and report descriptive statistic, conduct econometric and statistical analyses of data using statistical software such as SAS and STATA, interpret study specifications, research findings, and quantitative analyses for relevant audiences, develop research files from large confidential datasets, and perform other duties as assigned.

Required Skills

As we review your materials, we are looking for candidates who best exemplify the following qualifications:

Qualifications Required:
Bachelor’s degree in a quantitative, public policy, or related field or equivalent relevant experience
Good quantitative analytical skills
Good oral and written communication skills
Good organizational skills and strong attention to detail
Familiar with one or more of the following technical competencies: statistics, programming, policy writing, research methods documentation, or project management
Able to demonstrate initiative, critical thinking, and problem-solving
Able to work in a team-oriented environment
Able to prioritize tasks and meet deadlines in a fast-paced environment
Demonstrated aptitude and enthusiasm for learning
Qualifications Desired:
Demonstrated interest in health and social policy
Master's degree in a quantitative, public policy, or related field or equivalent relevant experience
Any application without a cover letter will not be considered. Transcripts and coding samples are not required, however highly preferred and may be requested. We ask that you submit an application for only one office location. We are excited to review your application and look forward to seeing how you may best contribute to our work.

Job Location

Burlingame, California, United States

Position Type

Full-Time/Regular",3.2,"Acumen, LLC
3.2","Burlingame, CA",-1,201 to 500 Employees,1996,Company - Private,Federal Agencies,Government,$10 to $25 million (USD),-1
"Analyst - New Grads (Data Analysis, SQL Client Consulting) Anticipated Hiring July",$46K-$72K (Glassdoor est.),"Overview and Summary


Position Overview: This Analyst role is a very team oriented position which encorporates the use of Technical, Analytic and Client facing communications skills. A person in this role supports the delivery of client services using their technical skills (mostly SQL, Advanced Excel and Using Urban Science Poprietary Software Solutions) to execute quality data-related projects and assignments with a high degree of accuracy and in a timely manner. STEM focused degrees in Computer Science, Math and Statisics as well as other technical degrees are a good foundation for this kind of position. The technical aspect of the role is not developer level but uses a lot of basic SQL skills.

Urban Science is a business-solutions company focused on supporting the needs of the sales and marketing function of the automotive industry. We leverage a scientific methodology to help our client partners sell more vehicles, improve profitability and increase customer loyalty. And we do that by helping solve their toughest challenges including planning an optimal dealership network, improving individual dealer performance and efficiently converting sales leads into sales. In short, we guide business through science—and we’ve been doing this since 1977.

Essential Duties and Responsibilities
With manager guidance, plans, organizes, develops and delivers client-requested reports, deliverables and projects on time, adhering to client requested specifications.
Designs, creates and manages client databases, utilizing Urban Science proprietary software, ensuring accurate and high quality data.
Accurately performs application coding and testing functions associated with the development of custom client software.
Tracks, processes, analyzes and verifies data in order to improve accuracy and quality.
Use technical skills to accurately monitor, update and maintain Urban Science internal software systems.
Adheres to quality control standards for Urban Science and client organizations.
Coordinates with individuals or teams to complete analyses, tasks and projects on time and with high quality.
Effectively responds to client inquiries/requests in a timely manner to help improve client satisfaction.
Proactively communicates with management to provide updates and report issues in a timely manner.
Actively works with manager to understand and implement solutions to improve NPS (client satisfaction).
Actively supports and participates in required Urban Science training programs to achieve targeted development objectives.
Works with manager in completing own annual goal setting and performance review in a timely manner.
Works with manager to prioritize other duties as assigned.
Qualifications - Education and Experience


Qualifications:

To perform this job successfully, an individual must be able to perform each essential duty satisfactorily. The requirements listed below are representative of the knowledge, skill, ability and/or competency needed for successful performance in the role. Reasonable accommodations may be made to enable individuals with disabilities to perform the essential functions.
Verbal Communication: Requires the ability to compose and verbally deliver information of varying levels, using appropriate grammar, tone, inflection and non-verbal cues, while also listening to and correctly deciphering verbal communication delivered by others
Written Communication: Requires the ability and capacity to communicate ideas, facts and data in writing using appropriate grammar, syntax and sentence structure
Analytical Thinking: Requires the ability to understand a situation by breaking it apart into smaller pieces, and/or tracing the implications of a situation in a step-by-step causal way
Results Oriented: Requires the ability to strive for optimal results by taking responsibility for timeliness, commitment to task and adherence to performance standards
Ethics & Integrity: Requires the ability to behave in a trustworthy & transparent manner
Teamwork & Cooperation: Requires the ability to work cooperatively with others and be part of a team
Self-Control: Requires the ability to keep emotions under control and to restrain from negative actions or behaviors
Math & Statistics: Requires knowledge of basic descriptive statistics and ability to execute simple statistical analyses, create scatter plots, bar charts and histograms; requires ability to apply the right mathematical methods or formulas to solve a problem
MS Office: Requires demonstrated knowledge of MS Excel for charting and graphing of data, writing formulas, utilizing functions, and filtering, sorting and formatting of data; intermediate knowledge of MS Word, PowerPoint, and Access is preferred
Database: Working knowledge of relational database concepts, which require gathering and manipulating data manually is preferred; knowledge and experience with SQL is preferred


EDUCATION and/or EXPERIENCE:
University degree required; technical degrees are strongly preferred (i.e., engineering, applied math, statistics, applied science, information systems, operations research, etc.) from an accredited college or university, or equivalent foreign institution. Non-technical degrees will be considered if candidate possesses appropriate level of analytical and technical knowledge required for the role
WORK ENVIRONMENT: The work environment characteristics described here are representative of those an employee encounters while performing the essential functions of this job. Reasonable accommodations may be made to enable individuals with disabilities to perform the essential functions.

This description is intended to describe the type and level of work being performed by a person assigned to this position. It is NOT an exhaustive list of all duties and responsibilities required by a person so classified. The job may require additional hours beyond the normal 40-hour workweek.",3.3,"Urban Science
3.3","Franklin, TN",-1,501 to 1000 Employees,1977,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),-1
Programmer and Data Analyst,$46K-$72K (Glassdoor est.),"Carillon Assisted Living is actively seeking a Programmer and Data Analyst for our corporate office in Raleigh, NC. The Programmer and Data Analyst manages the Programming and Analysis department including developing project plans from internal requests and implementing those plans from initial concept to full production. The department runs primarily on ad-hoc requests with a wide variety of skills necessary to implement the associated projects. The Programmer and Data Analyst must be versatile and excellent at time management. A typical week involves:

Meeting with the CEO and VPO to discuss priorities, statuses of current projects and any requests for new projects
Meeting with outside software vendors to discuss any necessary implementation, customization or integrations
Aiding in the implementation, customization and integrations for third-party software
Designing and proposing plans for projects or analysis necessary to fulfill new requests
Completing or delegating to the team tasks related to any current projects. Tasks generally include:
Developing SQL databases to store data for either program development or data warehousing
Pulling data through outside vendor APIs to move into on-prem data warehouse or to use in in-house programming or reporting
Supporting business decision making processes through analytical analysis of available options
Full-stack programming of any requested web applications
Determining necessary data and analyzing that data to answer questions posed by the VPO and CEO
Developing data visualizations and reports for ad-hoc or continual business analysis
Developing mathematical models for predictive analysis and forecasting
Scheduling and managing team meetings and deadlines for timely project completion
Ensuring all auto-generated reports send on the proper schedule

Qualifications

Required

Bachelors degree in computer science, mathematics, engineering or other analytical field
5 or more years of experience in programming and analysis
2 or more years in a management role
1-2 years of experience in business decision making processes, including analyzing and determining a cohesive software suite and developing technical policies and procedures
Excellent communication skills for conveying technical material to non-technical audiences
Experience with full lifecycle project management, including both application development and other large scale projects directed from initial request to full production
Ability to manage multiple project requests with varying priorities and deadlines
Experience maintaining company software suite including implementing customizations and integrations
Experience in full-stack web application development, preferably with C# and Angular 5+
Experience with report development and data visualization, preferably with SSRS
Experience in database development and management including on-prem data warehousing
Experience writing advanced SQL queries and procedures
Working knowledge of REST API's
Experience analyzing data to answer business questions, both on an ad-hoc and routine basis
Experience with Microsoft Excel including writing custom VBA add-ins

Preferable

Masters degree in computer science, mathematics, engineering or other analytical field
7 or more years of experience in programming and analysis
3 or more years in a management role
3 or more years in business decision making processes
Experience with BPM tools
Advanced skill set in Microsoft Office Suite including Excel, Word and Visio
Mathematical modeling abilities including stochastic models and linear optimization",2.0,"Carillon Assisted Living
2.0","Raleigh, NC",-1,501 to 1000 Employees,1996,Company - Private,Health Care Services & Hospitals,Health Care,$25 to $50 million (USD),-1
Business Data Analyst,$46K-$72K (Glassdoor est.),"Posting Title
Business Data Analyst

08/11/2020

Job Description
The Business Analyst is a challenging role that partners with business stakeholders and subject matter experts to understand, analyze, distill, and communicate business reporting and analytical needs so that technical delivery teams can develop and deploy effective solutions.

Essential Duties and Responsibilities

• Ask critical business questions by applying analytical methodologies in pursuit of solutions using data driven (fact based) decision making.
• Monitor and analyze operational data to identify trends, issues and opportunities, and provide feedback to key departments in service of analytical based recommendations.
• Leverage retail, online, and catalog sales data to provide insight into our transaction patterns, product trends, marketing performance, supply chain, and inventory.
• Provide Data analysis and reporting related to increasing optimization and performance improvement.
• Ability to gather, document and translate business requirements into technical specifications that can be understood by in-house Development and Reporting teams.
• Participate in workflow analysis in support of requirements identification.
• Work with analytics reporting technology, such as data-cubes and other data mining techniques.

Scope

• Sales Scope – Sales vs. Gross Profit Analysis, Product Returns Analysis
• Marketing Scope – All Advertising Spend vs Sales Transactions, Event/Coupon Offer Performance Analysis
• Inventory Scope – Global Sourcing – Supply Chain – Inventory Planning – Purchasing
• Decision Making – To support Enterprise Business, Operation, and Analytic Functional Area

Auto req ID
76423BR

State
CA

City
calabasas

Requirements
Job Qualifications – Education and Experience

• 4-year degree in Mathematics, Economics, Finance, Computer Information Systems or related field.
• 3+ years of progressive responsibility within business analytics or finance teams
• Excellent written and verbal communication skills
• Advance knowledge of Microsoft Excel: use of data pivots, data visualization to show trends, create Dashboards and extensive knowledge of formulas and functions
• Strong Business Requirements gathering and Analysis Skills
• Strong knowledge of SQL, PL/SQL - required for query, profiling and testing
• Database exposure: SQL Server, Oracle or similar RDBMS
• Exposure to retail, catalog and ecommerce businesses preferred

Additional Qualifications (behavioral traits, certifications, etc)

Due to the volume of data the team manages, learns and uses, it is essential that this candidate have strong memory recall and is detail orientated when capturing requirements. In addition, the candidate will need to be self-motivated, provide excellent customer service and have a high sense of urgency when responding to client inquiries.

Physical Requirements General office environment requiring ability to:

• stand, walk, sit for extended periods of time
• speak and listen to others in person and over the phone
• use keyboard and read from computer screen and reports

About Harbor Freight Tools
In 1977, when Harbor Freight Tools was started as a small family-owned business, we made a commitment to provide working people with great quality tools at the lowest prices. And for over 40 years, Harbor Freight Tools has done just that. From hand tools and generators, to air and power tools, from shop equipment to automotive tools, Harbor Freight offers more than 5,000 tools and accessories at quality levels that match or exceed competing brands, but at prices that are up to 80% less.

We're not your typical retailer. We're a team of high-achievers, who have a passion for excellence and continuous improvement and obsess about getting things done. We're also equally committed to doing the right thing and giving back to our community. And for us, collaboration is the golden rule. We're a 40 year-old, $4 billion company with over 30 million loyal customers and growing. If you are looking for a not so ordinary and highly rewarding career opportunity, we would love to talk with you.

Delivering Value to the Hardworking Since 1977",3.5,"Harbor Freight Tools
3.5","Calabasas, CA",-1,10000+ Employees,1977,Company - Private,Home Centers & Hardware Stores,Retail,$2 to $5 billion (USD),-1
Data Governance Analyst,$46K-$72K (Glassdoor est.),"Five Star Bank and affiliate companies are committed to Equal Employment Opportunity and Affirmative Action. We recruit, hire, train and promote persons in all job titles and ensure that all other personnel actions are administered without regard to race, religion, color, national origin, citizenship, sex, sexual orientation, gender identity, age, veteran status, disability, genetic information, or any other protected characteristic. Five Star Bank and affiliate companies are committed to providing reasonable accommodations to employees and applicants with disabilities to the full extent required by the Americans with Disabilities Act (ADA). If you feel you need a reasonable accommodation pursuant to the ADA, you are encouraged to contact us at (585) 786-4344, (585) 498 - 7565 or (585) 786-1417.

Position Title: Data Governance Analyst
Location/Affiliate: FSB Plaza
Reports To (Title): Enterprise Data Manager Department: Enterprise Data Management
FLSA Status: Exempt
Purpose: The Data Governance Specialist is responsible for the administration of the Data Governance program and the maintenance of the master data across the enterprise. The Data Governance Specialist will accurately monitor identified data quality issues and communicate with stakeholders to prioritize and solve problems regarding data quality.

Scope and Direction

Area of Responsibility:
Enterprise Data Management and Data Governance

Degree of Supervision Received (Minimal, Moderate or Extensive): Minimal
From (Title): Enterprise Data Manager

Degree of Supervision Given (None, Minimal, Moderate or Extensive): None
To (Title(s)):
Essential Functions:
Work with lines of business to identify and solve data integrity and quality issues, recommend data quality improvement opportunities, and establish metrics for tracking performance of critical data elements
Assist lines of business with interpreting data and creating reports
Assist with policies, procedures and standards for information management throughout its lifecycle
Establish and maintain automated data quality monitoring systems and report on their performance
Provide metadata reports for management, such as data quality scorecards and exception reports
Work with IT to establish, monitor and maintain data processes and provide support for enterprise data warehouse and reporting platforms
Leverage third party data analysis solutions and vendors to enhance data reporting, validation and quality processes
Analyze existing tools and databases and provide software solution recommendations
Monitor and maintain the reporting environment, including data sources, security, and metadata.
Demonstrate the standards and principles of the Five Star Bank experience in every interaction with internal and external customers, associates, and stakeholders. Incorporate the high performance behaviors of teamwork, leading by example, and service in every facet of work.
This job description is not exhaustive. The {position title} may be required to perform other duties as assigned.
Job-Related Qualifications:

Education:

Required: Bachelor’s Degree in Computer Science, Information Systems, or related field

Preferred: Master’s Degree in Computer Science, Information Systems, or related field
Prior Experience:

Years: 3 Type: Industry experience as a business analyst or data analyst, or in a data quality management role

Years: 5 Type: Industry experience in a data quality management or data governance role

Licenses or Accreditation:

Required:

Preferred:

Competencies:
Experience with querying and programming languages, including SQL, Python, Java, or similar; comfortable reading, troubleshooting, understanding, and learning coding languages.
Strong organizational skills with the ability to multitask and prioritize to meet assigned deadlines.
Strong analytical skills with the ability to identify quantify and effectively raise business risks associated with data quality or non-compliance.
Strong verbal, written communication, and presentation skills.
Experience with Windows-based PC’s and Microsoft Outlook with the ability to learn new and existing banking software.
Ability to work with all levels of staff and management.
Attention to detail, a sense of urgency, and a commitment to deadlines
Physical Requirements:
Able to regularly sit for prolonged periods of time
Extensive computer usage is required
Note: At a later stage in the application process, applicants may be required to provide information about their criminal conviction history, if any, and to authorize the procurement of a consumer report that will contain, among other things, information about criminal conviction history. Except as required by applicable law, past criminal convictions will not automatically disqualify an applicant from employment, and Five Star Bank will only consider such history in accordance with applicable law. Please be advised, however, that federal law prohibits Five Star Bank from employing “any person who has been convicted of any criminal offense involving dishonesty or a breach of trust or money laundering, or has agreed to enter into a pretrial diversion or similar program in connection with a prosecution for such offense” unless the FDIC has provided prior written consent.",3.2,"Five Star Bank
3.2","Rochester, NY",-1,501 to 1000 Employees,-1,Company - Public,Investment Banking & Asset Management,Finance,$100 to $500 million (USD),-1
Media Data Analyst,$46K-$72K (Glassdoor est.),"Do you have a passion for working with data and an endless curiosity about the trends that numbers can reveal? Are you both a creative and quantitative thinker? The Media Data Analyst will play a central role in advancing TMPs media analytics, intelligence, and strategy. Were looking for a strong team player whos keen to delve deep into large data sets, build a strong data foundation from a media trading lens, develop new measurement frameworks, articulate actionable insights, and is unafraid to challenge the status quo in their quest for data accuracy and recruitment marketing advancement.

Why Join Us?
Truly high-performing teams are hard to come by; joining us gives you an opportunity to collaborate with, learn from, and grow together with a diverse group of high achievers who listen to your ideas and support you along the way
An entrepreneurial path of progression. Hard work is recognized and individuality is embraced. Your path of progression will be designed to suit you
About this Job:

Fundamentals
Comfortable with ambiguity, and flexible to work in a fast-paced, fluid environment where formal requirements or guidelines may not always be readily available
Champion data literacy, data analytics, and data-driven marketing
Solve difficult, non-routine analysis problems, and apply advanced analytical methods as needed and work with large complex data sets
Mine data and analytics at the customer level to gain a better understanding of their usage behaviors, including impacts of current marketing strategies
Develop a deep understanding of existing business using data to build insights about our advertisers and sales programs
Analytics
Analyze current market, vertical, and sub-vertical performance and identify levers for driving revenue growth
Choose the proper metrics for tracking and understanding current and future experiments
Build and iterate forecast models specific to Media Science channels. Collaborate with Data Science, Product functions, and other Media Science peers to help develop a common contextual data layer to aggregate data, enable more efficient data mining, and transform data into richer insights
Create and track metrics about data pipelines and quality via dashboards. Identify quality issues, ensure they are visible to the appropriate stakeholders, and drive to resolution
Implement and analyze A/B or Multivariate Tests to provide actionable insights to the marketing team on the test data
Innovation
Develop dashboards that provide reliable insights and visualization into rider and channel performance relative to KPIs, projections, and historical performance
Find efficiencies in current processes and be an advocate for implementing and upholding best practices
Integrate new sources into existing data sets and perform new calculations, including production code to maintain, improve and optimize analysis at scale
Collaboration
Present findings to senior management to drive business and marketing decisions
Deliver consistent and accurate reporting that provides both high-level and granular POVs on DG performance on a weekly, monthly, quarterly, annual, and ad hoc basis. Create dashboards and compelling data visualizations that are insightful, thoughtful, engaging, and can distill complex concepts in formats that are accessible at every level of the organization
Prioritize and work well in an environment with competing demands from multiple stakeholders in Marketing
Requirements for consideration:
BS/MS in Engineering, Computer Science, Math, Economics, Statistics, or equivalent experience
Minimum 2 years of analytical and database experience
Marketing analytics or consulting experience is a plus
Exceptional problem solving, critical thinking, and project management skills with the capacity and anticipation to adjust based on shifting deadlines and moving priorities
Excellent programming skills in SQL and Python. R is a plus
Proficiency with multiple analytical and database tools (e.g BigQuery, Jupyter notebooks, Presto, Tableau or alike)
Excellent data visualization skills. Experience creating dashboard reporting in DataStudio, Tableau or a similar visualization tool a plus
Speed, resourcefulness and a go-getter attitude. Moving quickly and executing to allow for continual iteration is a core qualification of our team
Willing to contribute new ideas and articulate them to a variety of stakeholders and not just execute on existing ones
Quest to deliver impact, but also invests in themselves and others. We dont get better by standing still, so you will need to consistently seek to innovate and raise the bar
A love of data - you just go get the data you need and turn it into an insightful story. You know how to convert data into decisions without getting stuck in paralysis by analysis
We are an equal opportunity employer and all qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, disability status, protected veteran status, or any other characteristic protected by law.",3.4,"TMP Worldwide
3.4","Chicago, IL",-1,501 to 1000 Employees,2006,Company - Private,Advertising & Marketing,Business Services,$100 to $500 million (USD),-1
Data Analyst,$46K-$72K (Glassdoor est.),"Requisition NumberRR-0001939
Remote:Yes
We collaborate. We create. We innovate.

Intrigued?

You’re a business professional with an innate curiosity that thrives in a dynamic and Agile environment. You appreciate teamwork, exemplify integrity, perseverance, flexibility, and a generosity of spirit… if this sounds like you, then please apply – we’d love to meet you!

Celerity is expanding and on the hunt for the savvy, creative, and analytically sound individuals that are motivated by solving complex problems. We’re in the business of transforming how people, process, and systems co-exist, while improving operational efficiencies and user-driven interactions. We work with groundbreaking companies, melding expertise in Digital Strategy, Technology, Creative, and Business Transformation.
The health and safety of our employees is our top priority. Due to the pandemic, all our employees are working remotely and we will be conducting candidate interviews by video. This position will continue to be remote once the COVID-19 crisis has abated.

What You’ll Do

• Perform data visualization and comparisons across multiple data sources / systems of record to provide value-added insights to support critical business operations teams
• Build scripts to perform low-level analysis and data investigation working in conjunction with other Celerity or client team members to improve data accuracy and make more informed decisions
• Support movement of large amounts of data and existing processes into new ecosystems including looking for opportunities for greater automation of existing processes via SQL
• Produce customized reports and visualizations as well as other ad-hoc analysis in support of time-sensitive business requests
• Demonstrate flexibility to expand beyond a pure data analysis role including upstream requirements gathering or downstream process recommendations/implementations centered around a strong understanding of client data

About You

• Bachelor’s Degree in Business, Management, or a quantitative field 3+ years SQL development of complex queries
• 2+ years professional experience
• Expertise designing and implementing ETL processes You have Teradata SQL Experience (preferred)
• Experience with Data Visualization such as Tableau or PowerBI
• You understand and have experience with multidimensional analysis and queries
• Strong communication skills
• You have an analytical mindset to be able to ask probing questions to eradicate ambiguity and are willing to point out flaws in logic and identify better ways to do things
• You have “Good Data Intuition”
• You are not an order taker, but an analyst that can sniff out trends, identify patterns, and answer open ended questions
• Willingness to expand scope of work beyond data to include business analyst, process analyst, or project manager type activities as necessary
We Are Celerity

Millions of people every day use websites, applications, and business processes designed and built by Celerity. As a consultancy of technologists, creatives, and business experts, we provide the action plans, teams, and solutions our clients need to transform the way they do business and deepen engagement with their customers.

Celerity empowers autonomy and accountability. We understand life happens and want our team to do what is needed to get the work done, enjoy it along the way, and have plenty of time and energy for family and friends, vacations, hobbies, learning of languages, you name it! At Celerity, our focus is on bringing synergies to business process, technology, and creative chops to deliver inspirational solutions. We love giving kudos and celebrating achievements. We provide an inclusive and flexible environment that fosters collaboration, quick pivots, and quality work.

Originally founded in 2002, Celerity was acquired in 2015 by AUSY, a France-based IT consultancy and engineering services firm. With 8 regional offices and 400+ employees, Celerity’s clients span a variety of industries including media and entertainment, healthcare, financial services, manufacturing, non-profit, and hospitality.

You can also get to know us better on Instagram, Facebook, Dribbble, LinkedIn, and Twitter.

Build Your Career

At Celerity, our professional growth plan focuses on individualizing everyone’s track through incorporating personal interests with training and mentorship, while further expanding existing strong suits. We recognize in this ever-evolving digital world, there is extreme value in learning new skills and technologies. Celerity provides opportunities to shape skill sets, work with an amazing team of industry-leading consultants and exciting clients, in addition to professional trainings and certifications that best align with your career goals.
We are proud to be an Equal Opportunity Employer. All employment decisions shall be made without regard to age, race, creed, color, religion, sex, national origin, ancestry, disability status, veteran status, sexual orientation, gender identity or expression, genetic information, marital status, citizenship status or any other basis as protected by federal, state, or local law.
Celerity is committed to providing veteran employment opportunities to our service men and women.",4.1,"Celerity IT,LLC
4.1","New York, NY",-1,201 to 500 Employees,2002,Subsidiary or Business Segment,IT Services,Information Technology,$50 to $100 million (USD),-1
Data Analyst - Case Specialist,$46K-$72K (Glassdoor est.),"Join a fast growing company that is transforming its industry! Financial Recovery Technologies has become a trusted partner to the world's top institutional investors, and our best-in-class people and technology have made FRT a market leader. As a Data Analyst – Case Specialist, you will work with case and client data to ensure we deliver accurate, high-quality damages and eligibility information to our clients, providing the information they need in order to make decisions about whether and how to pursue recovery opportunities after portfolio losses.

The Role: As a Data Analyst – Case Specialist, you will:
Own and master case (lawsuit) information, as well as client data as it relates to specific cases
Dig deeply into clients’ transactions and holdings data to perform reconciliation, identify data gaps, and find potential solutions
Ensure the accuracy and quality of data relating to clients' eligibility to recover funds in connection with the settlement of lawsuits and enforcement actions
Bridge the gap between the technical and the nontechnical
Translate between our legal and technical teams, ensuring an accurate interpretation of legal and financial language in legal documents and an appropriate application of that language to the data at hand
Understand corporate actions and their impact on clients' trading history
Communicate results of client data analysis to non-technical client service professionals to facilitate client decision-making
Ask questions and test assumptions made in the handoff of information between our legal, case, and data operations teams
Build strong relationships with peers across corporate functions, including:
Client service professionals, who you’ll work with to provide clients with complex eligibility analyses
Operations professionals, who will rely on your analysis skills in filing claims, remediating deficiencies, and remitting payments
Product and technology teams, who will count on you to serve as a resource as they develop technology to support operational requirements
Our ideal candidate has:
Deep analytical experience, including hands-on work processing information and testing assumptions - a minimum of 3 years' overall professional experience is necessary;
Solid experience in financial services (experience in trading or with derivatives would be a plus!), as well as strong SQL skills;
Top candidates will be able to recognize and understand the relevant features of various financial instruments in client-provided data and incorporate that understanding into high-quality loss analytics;
Experience evaluating existing processes and developing effective process improvements;
An ability to multitask, prioritize, and balance varied tasks on a daily basis;
Strong verbal communication skills;
Self-confidence sufficient to execute on tasks independently, trust his/her judgment, and yet know when to ask questions;
An intellectually curious personality and a demonstrated commitment to continuous improvement; and
Of course, a desire to join a growing company with a vibrant, entrepreneurial culture.
What benefits does FRT offer?
Health, dental, vision
401k (with company match)
Income protection plans (life, accidental death and dismemberment, short- and long-term disability) and access to a suite of voluntary benefits
Close to public transit (walking distance to Wellington T on Orange Line)
Free drinks and snacks
Free parking onsite
Free access to onsite gym
Fun, smart, diverse colleagues
THIS IS AN ASSOCIATE LEVEL POSITION (3-5 YEARS EXPERIENCE).

This position is based in our Medford, MA, headquarters. LOCAL CANDIDATES ONLY, PLEASE.

AGENCIES: WE ARE NOT WORKING WITH AGENCIES ON THIS REQUISITION, SO PLEASE DO NOT SUBMIT YOUR CANDIDATES FOR THIS ROLE.",4.4,"Financial Recovery Technologies
4.4","Medford, MA",-1,51 to 200 Employees,2008,Company - Private,Financial Transaction Processing,Finance,$25 to $50 million (USD),-1
Data Analyst II,$46K-$72K (Glassdoor est.),"Responsibilities
Extract and manipulate large amounts of data using SQL, Excel, and visualization analytics software.
Clean and prepare data from primary and secondary sources, integrate data from multiple disparate data sources into reports for internal & external sources.
Consult with clients (internal and external) to understand business requirements and deliver appropriate data science solutions to meet their needs
Present analytical results and data visualizations in a way that is meaningful for business stakeholders and provides actionable insights
Develop reports that provide insight & access to key performance metrics aligned with the strategic goals of the organization and support key client growth (transform data into usable business intelligence).
Conduct quality control and auditing of various system data to ensure accurate configurations and appropriate use of data.
Perform ad hoc queries and design, prepare and distribute reports.
Work cross-functionally with Operations and Technology teams to improve data quality and reporting needs moving forward.
Perform comfortably in a fast-paced, deadline-oriented work environment
Communicate regularly and effectively with all colleagues
Adhere to all business processes while performing tasks
Exhibit a very organized approached and superior attention to details
Able to take on new tasks and responsibilities as needed
Perform other work-related duties as assigned by management
Qualifications
Bachelor’s degree in computer science, data science, finance, or equivalent work experience
SQL and advanced Excel experience required.
Prior coding experience a plus
Excellent computer skills including all MS Office applications. (Word, Excel, Outlook, PowerPoint) required
Proficiency with visual analytics software; Microsoft Power BI and Microsoft SQL Server Analysis Services a plus.
Proven analytical, evaluative, and problem-solving abilities
Passionate about sharing your skills and data knowledge with others
Demonstrate a high degree of productivity while handling multiple tasks simultaneously
Excellent written, verbal, communication, and research skills a must
Ability to be flexible to adapt and act quickly when urgent matters require it",3.6,"Greenphire, Inc.
3.6","King of Prussia, PA",-1,201 to 500 Employees,2008,Company - Private,Computer Hardware & Software,Information Technology,$50 to $100 million (USD),-1
