Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Size,Founded,Type of ownership,Industry,Sector,Revenue,min_salary,max_salary,avg_salary,company_txt,job_state,age,python,r,spark,aws,excel,sql
Data Analyst,$41K-$78K (Glassdoor est.),"BI Data Analyst

San Jose, CA

Client is looking for a blend of Data Analyst + Business Analyst with good SQL and analytics skills. Candidate should have played proper data analyst role of pulling data from various data sources (Oracle, Teradata, Snowflake, etc.) using query language, draw insights from data, make recommendations, gap analysis etc. Also, candidate should have good understanding of Cisco Services business (if possible) and be able to understand the requirements and drive discussions with other business partners/stakeholders and IT. Candidate should have excellent communication skills and be an initiative taker, self-learner.

Responsibilities:

· Define data requirements from business requirements and design data models to support an agile development lifecycle as well as interactive dashboards

· Help facilitate the design of data visualizations and dashboards based on data availability and models created

· Perform ad-hoc analysis and dashboard prototypes

· Partner closely with data engineering to ensure on-time delivery of data relevant to the roadmap.

· Extracting and aggregating data sets from various datawarehouses and sources

· Collaborate with stakeholders to ensure the creation and delivery of the new/enhanced visualizations/dashboards

· Propose and implement leading edge methods to analyze and interpret data such as predictive analytics

· Document new and existing models, solutions, and implementations.

Required technical skills:

· 5+ years of experience using Business Intelligence reporting tools like Tableau, QlikView, Power BI, Einstein Analytics, Looker for the creation and automation of Enterprise Scale dashboards.

· 5+ years of experience writing advanced SQL, performance tuning of BI queries, data modeling, and data mining, data wrangling from multiple sources (SQL, ETL, data warehousing).

· Strong visualization design and development experience with Tableau and/or other Business Intelligence tools.

· Possess a strong foundation in data analytics, an understanding and foundation in data science.

· Exposure to Salesforce platform will be a plus.

· Basic scripting skills (python, R, etc.,) will be great to have.

· Project management skills/exposure will be an advantage.

Desired soft skills:

· Experience translating business requirements into technical requirements, especially data requirements

· Proven experience developing and executing capability roadmaps

· Experience leading projects with cross-functional team

· Experience in Cisco and CX highly preferred as ideal candidate will have working knowledge of the CX business and data hierarchies/structures

· Solid ability to generate trust and build alliances.

· Initiative: Proactively takes initiative. Sets own direction, executes with no direct supervision and works independently

· Flexibility: Willing to stretch and grow beyond role.

· Multitasking: effective in a fast-paced pressured environment with multiple diverse concurrent activities

· Meets committed deadlines. Does not procrastinate

· Able to drop into an ambiguous, unstructured, dynamic, fast-paced environment, quickly make sense of it, and contribute.

· Strong written and verbal communication skills.

Job Type: Full-time

Salary: $90,000.00 - $100,000.00 per year

Experience:
Data Analyst : 10 years (Preferred)
gap analysis : 5 years (Required)
data sources (Oracle, Teradata, Snowflake, etc.) : 5 years (Required)
Education:
Bachelor's (Preferred)",2.8,"Digital Dhara LLC
2.8","San Jose, CA",1 to 50 Employees,-1,Company - Private,-1,-1,Less than $1 million (USD),41,78,59.5,"Digital Dhara LLC
",CA,-1,1,0,0,0,1,1
Junior Data Analyst/SQL Server Developer,$41K-$78K (Glassdoor est.),"Zola Media is a dynamic legal technology company. Over the past 10 years, we have seen explosive growth and are looking to further expand our team. We are seeking a resourceful, high-energy individual with a positive attitude to join our growing Client Success team. This is a great opportunity for someone with outstanding communication skills who wants to be on the ground floor of a tech company poised for significant growth



Does the thought of working with a company that is at the cutting-edge of developing next-generation SaaS technology excite you?
Do you enjoy working in a fast-paced environment with a creative and passionate team where your input will have an impact?
We are looking for a detail oriented SQL Server developer to join our growing team in Long Island. This role is focused in the on-boarding of new clients for a rapidly growing SaaS product in the legal industry. The ideal candidate will have a passion for working with and manipulating data, an ability to learn quickly, and be a flexible and effective problem solver.

Work with the Support and Migration teams to handle special requests and perform database level updates.
Manipulate, transform, and format large volumes of data during the onboarding process.
Assess data cleanliness for migration.
Identify gaps in required data.
Maintain and support stored procedures used in the migration of data from both known and unknown platforms.
Effectively communicate data quality issues and concerns to the VP of Onboarding.
Absorb client concerns and present solutions that delight our customers.
Provide support as needed to the Manager of Data Operations.



1-3 years of experience of development experience on a major database platform (SQL Server, Oracle, MySQL, DB2, PostGreSQL).
Experience working with delimited data formats as well as hierarchical data formats such as XML and JSON.
Advanced Microsoft Excel skills.
Extremely detail oriented..
Ability to follow best practices within the organization for preserving and maintaining data integrity.
Ability to work on multiple projects simultaneously.
A self-starter that is not afraid to seek assistance and guidance.
General understanding of multi-tier architecture.
A general understanding of REST APIs is a plus.
Prior experience with .NET/C# is a plus.
Prior experience with database monitoring and performance tuning is a plus.",4.5,"Extensis Group
4.5","Port Washington, NY",201 to 500 Employees,1997,Company - Private,Consulting,Business Services,Unknown / Non-Applicable,41,78,59.5,"Extensis Group
",NY,23,0,0,0,0,1,1
Laboratory Data Analyst #20-376,$41K-$78K (Glassdoor est.),"Salary:
Published Job Title:
Laboratory Data Analyst

Requisition::
20-376

Worksite::
FBI

Position Schedule::
Full-time

Description::
Data Analyst


Focused on delivering unsurpassed services in support of law enforcement and homeland security, FSA Federal, a rapidly growing joint venture owned by trusted solutions providers SAIC and AMENTUM, has a contingency opening for Laboratory Data Analyst (DA) in support of the FBI Laboratory Division mission to process and examine forensic materials submitted to respective units at the Quantico, Virginia and Huntsville, Alabama locations. The position will support the FBI's role regarding forensic examination and evidence handling consistent with FBI Laboratory and Terrorist Explosive Device Analytical Center (TEDAC) policies and procedures. The Laboratory Data Analyst shall conduct activities in support of program's objectives.

The Laboratory DA conducts full lifecycle analysis to include requirements, activities and design. Laboratory DA will develop analysis and reporting capabilities. They will also monitor performance documentation, and metrics to identify improvements. The candidate shall provide, but not limited to, the following activities:
Interpret data and analyze results using statistical techniques.
Develop and implement data analyses, data collection systems, and other strategies that optimize statistical efficiency and quality.
Acquire data from primary or secondary data sources and maintaining databases.
Interpret data, analyze results using statistical techniques, and provide ongoing reports.
Develop and implement databases, data collection systems, data analytics, and other strategies that optimize statistical efficiency and quality.
Acquire data from primary or secondary data sources and maintain databases / data systems.
Identify, analyze, and interpret trends or patterns in complex data sets.
Filter and ""clean"" data by reviewing computer reports, printouts, and performance indicators to locate and correct code problems.
Work with management to prioritize business and information needs.
Locate and define new process improvement opportunities.
Support activities, functions, or duties, as defined by the contract..

Requirements::
Baccalaureate degree in Business, Economics, Computer Science, Information Management, Statistics, or in another field with demonstrable coursework in these areas.
Experience: working experience as a data analyst or business data analyst.
Skills: Strong knowledge of and experience with reporting packages (e.g. Business Objects), databases (e.g. SQL), programming (e.g. XML, JavaScript, or ETL frameworks). Knowledge of statistics and experience using statistical packages for analyzing datasets (e.g. Excel, SPSS, SAS).

Shift Schedule::
Normal business hours

EEO Statement::
Forfeiture Support Associates (FSA) LLC is proud to be an Affirmative Action/ Equal Opportunity Employer. We recruit, employ, train, compensate, and promote qualified persons in all job titles without regard to age, ancestry, color, gender, HIV status, marital status, medical condition, national origin, physical or mental disability, race, religion, sex, sexual orientation (including gender expression and identity) veteran status, family leave status, and any protected group status as defined by applicable law.

FSA Internal Use Only::

Hiring Entity:
FSA",2.9,"Forfeiture Support Associates, LLC
2.9","Quantico, VA",1001 to 5000 Employees,2004,Company - Private,Staffing & Outsourcing,Business Services,$50 to $100 million (USD),41,78,59.5,"Forfeiture Support Associates, LLC
",VA,16,0,0,0,0,1,1
Data Analyst,$41K-$78K (Glassdoor est.),"We are hiring Data Analyst for our client in Redwood City, CA.

Job Title: Data Analyst

Duration: 12 Months
Job Location: Redwood City, CA

* Candidates must have 9+ years of experience.

* Candidates preferable USC, GC & H1B.

Job Description:

The ideal candidate will have worked in depth in data analysis, including experience extracting and manipulating data using SQL and Python. The candidate will have the opportunity to redefine the CRM Analytics for Auto Industry which will include data from multiple sources like telematics, campaigns, web, Service OLTP. The candidate will have the full opportunity for showing their creativity by owning the analysis, design and QA of data exploration and ETL. This is a hands-on individual contributor role. The candidate will be part of the Data Engineering team and work very closely with various product and engineering team members including the Product owners, Architect, DBA, and Application developers. To be successful, the candidate will have to be self-driven and a very strong team player.

Principle Responsibilities:
5+ years experience in SQL and manipulating large data sets in a database
2+ years of expertise of data analysis using Python, Spark in AWS Cluster.
2+ year of expertise analyzing and developing ETL data map for Oracle DB as source and target.
5+ year of QA expertise in ensuring quality of data in Data Warehouse loaded from various data sources.
Preferred expertise in building key data pipelines using AWS analytical services like S3, EC2, EMR, Glue, Athena.
2+ year of experience in working with DBA team to fix query performance issues in Oracle Data Warehouse.
2+ year of experience in providing production support for any data quality issues in Data Warehouse.
Expert level knowledge of both OLTP and Dimensional schema.
Excited to learn new technologies and analytical methodologies relating to business intelligence and data analysis.
Bonus Skills:
Knowledge of AWS cloud configuration.
Knowledge of full and incremental ETL using Informatica Power Center.
Knowledge of multi-tenant data warehouse for SaaS.
Application Requirements:
Interested candidates should submit resume/CV in both plaintext and PDF format, including desired salary range.
BS in Engineering and 10+ years development experience.
Position is on-site in the Redwood City/Redwood Shores area of California.
Thanks & Regards,

Raghu Singh",5.0,"TechNet Resources, Inc.
5.0","San Jose, CA",1 to 50 Employees,-1,Company - Private,Staffing & Outsourcing,Business Services,$1 to $5 million (USD),41,78,59.5,"TechNet Resources, Inc.
",CA,-1,1,0,1,1,0,1
Data Reporting Analyst,$41K-$78K (Glassdoor est.),"Data Reporting Analyst
Location: Washington, DC
Education Required: Bachelor’s degree required, preferably in math, engineering, business, or the sciences.
Skills Required: We are seeking highly motivated individuals with a strong work ethic to support the Department of State’s (DoS) Bureau of Information Resource Management, Operations, Office of Consolidated Customer Support (IRM/OPS/CCS). Successful candidates will have excellent communication, quantitative, research, and analytical skills in addition to the following:
5+ years of experience working experience as a data analyst or business data analyst
Experience using statistical packages for analyzing datasets
Strong analytical skills with the ability to collect, organize, analyze, and disseminate significant amounts of information with attention to detail and accuracy
Adept at queries, report writing and presenting findings
Ability to obtain and maintain a security clearance
U.S. Citizenship required
Responsibilities:
Conducting analysis to include requirements, activities and design
Develop analysis and reporting capabilities
Monitor performance and quality control plans to identify improvements
Interpret data, analyzing results using statistical techniques
Develop and implement data analyses, data collection systems and other strategies that optimize statistical efficiency and quality
Acquire data from primary or secondary data sources and maintaining databases
Interpret data, analyze results and provide ongoing reports
Benefits:
We offer competitive salaries commensurate with education and experience. We have an excellent benefits package that includes:
Comprehensive health, dental, life, long and short term disability insurance
100% Company funded Retirement Plans
Generous vacation, holiday and sick pay plans
Tuition assistance

Benefits are provided to employees regularly working a minimum of 30 hours per week.

Tecolote Research is a private, employee-owned corporation where people are our primary resource. Our investments in technology and training give our employees the tools to ensure our clients are provided the solutions they need, and our very high employee retention rate and stable workforce is an added value to our customers. Apply now to connect with a company that invests in you.",3.8,"Tecolote Research, Inc
3.8","Washington, DC",501 to 1000 Employees,1973,Company - Private,Aerospace & Defense,Aerospace & Defense,$50 to $100 million (USD),41,78,59.5,"Tecolote Research, Inc
",DC,47,0,0,0,0,1,0
Data Analyst,$41K-$78K (Glassdoor est.),"This is a contract role in the public sector. It does offer working remotely until all workers' are back in the office during this health crisis then the position will be working in the office Monday - Friday. The role is scheduled to go for about 4 months or so. Primary responsibilities include data analysis, data collection, fiscal analysis, and data sharing.

Responsibilities:

Developing and running data quality assurance programs,

Communicating findings to team and adding new QA rules and standards to programming.

Data analysis for a variety of internal and external projects and stakeholders,

Developing report-ready presentations of data in graphic and tabular form

Data collection by accessing outside data sources, such as census data, GPS data, internal statistical reporting database and others and incorporating such data into analyses.

Identifying data quality issues related to survey instruments and making recommendations for improvements,

Maintaining and modifying survey instruments.

Collaborate with IT in their efforts to develop dashboards and reports for a variety of purposes

Managing and documenting source datasets for all dashboarding projects, which involves working with IT and other teams,

Creating datasets and documentation per specifications for agency-wide data sharing.

Skills and Experience:

Bachelor's Degree

Proficient in R or SAS, and advanced Excel (mandatory)

Proficient in Access, Qualtrics, PowerBI (desirable)

Experience with fiscal analysis

Four to six years experience managing large-scale data collection efforts",3.5,"TemPositions, Inc.
3.5","Sacramento, CA",51 to 200 Employees,1962,Company - Private,Staffing & Outsourcing,Business Services,$10 to $25 million (USD),41,78,59.5,"TemPositions, Inc.
",CA,58,0,0,0,0,1,0
Data Analyst,$41K-$78K (Glassdoor est.),"Position: Data Analyst

Location: Glen Allen, VA

Type: Contract

Rate: $Open

Responsibilities:

· Develops, tests and maintains code using software development methodology and appropriate technologies for the system being used.

· Works closely with Business Analysts to develop detail systems design and written test plans for online and report application programs.

· Performs analysis on projects and provides a project plan that shows the tasks needing to be completed and a time estimate for each task.

· Participates in design walkthroughs with appropriate focus groups and related users to verify accuracy of design in meeting business needs.

· Prepares installation instructions and coordinates installation procedures.

· Supports and troubleshoots application code problems.

· Provides status reports that give a detailed description of the current projects progress and indicates time devoted to each task of the project.

· Coordinates, guides and mentors programming efforts performed by in-house programmers or outside consultants to ensure that all programming is completed according to the project plan.

Requirements

Required Skills (At least 3 from the list) :
Informatica Power Center (10.1)
Oracle
PL/SQL
Unix/Linux shell scripting
Perl
Java Full stack
Preferred, but not required:
SnapLogic
Cloud architectures
AWS

Python

Benefits

Note: If interested please send your updated resume to ganesan.raju@two95intl.com and include your salary requirement along with your contact details with a suitable time when we can reach you. If you know of anyone in your sphere of contacts, who would be a perfect match for this job then, we would appreciate if you can forward this posting to them with a copy to us.",4.0,"TWO95 International Inc.
4.0","Glen Allen, VA",1 to 50 Employees,-1,Company - Private,Staffing & Outsourcing,Business Services,$1 to $5 million (USD),41,78,59.5,"TWO95 International Inc.
",VA,-1,1,0,0,1,0,1
Data Analyst,$41K-$78K (Glassdoor est.),"Data Analyst - Behavioral and Economic Analysis and Decision-making
Submit
#495633
/
Regular Full-Time
/
Bethesda, MD
/
Business Ventures and Innovation
JOB DESCRIPTION:
NORC at the University of Chicago is seeking a Data Analyst on our BEAD team. At NORC, Data Analysts work with our Data Scientists, and play a strategic role in supporting our research teams to produce valuable insights for our clients. They work collaboratively and help break down silos and barriers across the company to help drive innovative work. Under the leadership of Data Scientists, the Data Analysts contribute to the design and implementation of algorithms, models, and work flows to discover valuable information in large volumes of data from various sources; organizes, harmonizes, and analyzes data sets; uses various technologies to enable data visualization; and creates applications of general value to the company’s business.

Due to current COVID-19 safety measures, employees who can work from home, are required to do so. Once it is safe to resume standard practices of commuter travel and social interaction per government guidelines, we expect employees to maintain an office presence as required by projects needs and department leadership. This position in particular will be on-site at a Federal client several days a week once it is safe.
DEPARTMENT:
The Behavioral and Economic Analysis and Decision-Making (BEAD) team at NORC provides clients with actionable insights on critical policy and business issues. Applying rigorous, state-of-the-art methods from the fields of consumer behavior, judgment and decision-making, behavioral finance, household economics, cognitive science, experimental methods, and statistical analysis, BEAD obtains fact-based empirical evidence and distills the results into comprehensive, understandable, and usable reports and recommendations.
RESPONSIBILITIES:
Gathering results using a variety of techniques, ranging from simple data aggregation via statistical analysis to moderate to complex data mining.
Support the presentation of data by developing charts, graphs and tables.
Under close supervision, maintains databases/data systems, data dictionaries, etc.
Perform other duties as assigned.
REQUIRED SKILLS:
Bachelor's Degree in Math, Statistics, or Economics.
0 - 2 years experience in positions working with large datasets and conducting statistical and quantitative modeling, melding analytics with basic programming, data mining, clustering and segmentation. Domain expertise preferred.
Strong written and verbal communication including technical writing skills.
Basic data programming skills in statistical packages and database tools. Proficiency in R required.
WHAT WE DO:
NORC at the University of Chicago is an objective, non-partisan research institution that delivers reliable data and rigorous analysis to guide critical programmatic, business, and policy decisions. Since 1941, our teams have conducted groundbreaking studies, created and applied innovative methods and tools, and advanced principles of scientific integrity and collaboration. Today, government, corporate, and nonprofit clients around the world partner with us to transform increasingly complex information into useful knowledge.
WHO WE ARE:
For over 75 years, NORC has evolved in many ways, moving the needle with research methods, technical applications and groundbreaking research findings. But our tradition of excellence, passion for innovation, and commitment to collegiality have remained constant components of who we are as a brand, and who each of us is as a member of the NORC team. With world-class benefits, a business casual environment, and an emphasis on continuous learning, NORC is a place where people join for the stellar research and analysis work for which we’re known, and stay for the relationships they form with their colleagues who take pride in the impact their work is making on a global scale.
EEO STATEMENT:
NORC is an affirmative action, equal opportunity employer that values and actively seeks diversity in the workforce. NORC evaluates qualified applicants without regard to race, color, religion, sex, national origin, disability, veteran status, sexual orientation, gender identity, and other legally- protected characteristics.
5.18.2020
/
Back",3.0,"NORC at the University of Chicago
3.0","Bethesda, MD",1001 to 5000 Employees,1941,Nonprofit Organization,Research & Development,Business Services,$100 to $500 million (USD),41,78,59.5,"NORC at the University of Chicago
",MD,79,0,0,0,0,1,0
Data Analyst,$41K-$78K (Glassdoor est.),"Data Analyst

Seattle, WA (REMOTE, until otherwise noted)

About the Role. . .

Data Analysts review functional requirements and assist with functional specifications. They work directly with our customers to develop insights into business and data models and perform data analysis activities to identify relational data issues.

About you . . .
Proficient at assessing business requirements/model and gaining an understanding of business metrics
Comfortable communicating technical issues to non-technical users
Excellent at communicating over written, verbal, organizational, and presentational channels
You excel at being flexible and juggling multiple projects in a fast-paced environment
Comfortable working under pressure independently handling multiple projects and deadlines
Qualifications. . .
3+ years of experience working with SQL queries and accessing data
2+ years of consulting experience, preferably at a ""Big 4"" or similar firm
Demonstrated expertise in business analysis and data analysis
Experience writing requirements and specifications for IT systems
Working knowledge of DAX
An undergraduate degree in technology or business
About Logic20/20. . .

Logic20/20 is one of Seattle’s fastest growing full-service consulting firms. Our core competency is creating simplicity and efficiency in complex solutions. Although we make it look like magic, we succeed by combining methodical and structured approaches with our substantial experience to design elegant solutions for even the most intricate challenges. Our rapid growth is in response to our ability to deliver consistently for our clients, which is directly related to the quality of the people we hire.

The past four years, we’ve been in the top 10 “Best Companies to Work For” ….. why? Our team members are highly self-motivated, comfortable conceiving strategies on the fly, and enjoy working both individually and as part of a team. Our environment is very high-energy and demanding, and individuals with remarkable enthusiasm and a can-do attitude are joining our team. We have lots of fun, focus on our employees and our clients, and work to bring our best to every opportunity.",3.6,"Logic20/20, Inc.
3.6","Seattle, WA",201 to 500 Employees,2005,Company - Private,Consulting,Business Services,$25 to $50 million (USD),41,78,59.5,"Logic20/20, Inc.
",WA,15,0,0,0,0,1,1
Data Analyst,$41K-$78K (Glassdoor est.),"Job Title: Data Analyst
Location: Princeton, NJ / Bensalem, PA
Duration : 18+ Months
Interview Process: Inperson
Employment Mode: W2

Sponsorship available for qualified candidates

Job Responsibilities:
Total Experience :2 to 3 yrs Exp required
Must have Skills: SQL, MS Power BI, Good Analysis
Responsibilities Work with data from structured and unstructured data sources as well as various formats.
Ability to understand vast amounts of data, identify and fix data issues.
Develop and maintain new data sets and data pipelines, ensuring data availability.
Ensure data validations and perform data quality checks on a regular basis.
Prepare technical documentation and describe work processes.
Design, Automate, and Maintain data extraction and data processing.
Qualification :
Bachelor's degree required
Must possess at least 2 years of experience in business/data analysis
Strong with SQL querying
Experience with data analysis with CRM Data
Profile the existing historic data and capture anomalies and identify the resolution step
Must possess strong working knowledge of MS Office Suite
Must possess knowledge of SQL and general relational database concepts
Must possess strong attention to detail
Must be deadline oriented

If anyone available or interested please drop your resumes at kathy(at)dextroinc(dot)com

Regards
Kathy",3.5,"Dextro Software Systems Inc
3.5","Princeton Junction, NJ",51 to 200 Employees,1993,Company - Private,IT Services,Information Technology,$10 to $25 million (USD),41,78,59.5,"Dextro Software Systems Inc
",NJ,27,0,0,0,0,0,1
Data Analyst,$41K-$78K (Glassdoor est.),"Data Analyst

0

0

Advantage Tech is searching for Data Analyst to join their client's team in Kansas City, Mo.

Job Summary:

The Data Analyst collaborates with business users and IT teams to offer data solutions for assigned projects. Using an intermediate to advanced understanding of data integration, data movement methods, and database design methodologies, this individual gathers business and/or technical requirements and interprets them into design solutions. The successful candidate performs data analysis, data modeling design, data mapping, and metadata management.

Specific experience:

3+ years developing and implementing operational, transactional, or analytical solutions

Job Responsibilities
Performs the database/modeling design function and business rule data mapping tasks.
Translates business requirements into intermediate database design requirements.
Assists and/or leads efforts to document data design architecture blueprints when required for a project.
Identifies the source systems and data required to meet users’ current and future needs.
Leads the preparation of requirements documentation. Follows current standards and policies and may identify opportunities for improvements and/or new implementations.
Uses SQL to perform medium to complex analysis and to interpret business rules into technical transformation rules.

Minimum Qualifications:

1. Bachelor’s degree Business Administration, Computer Science, Information Systems or a related academic field, or 3+ years supporting analysis and requirements.

1. 3+ years’ experience developing and implementing operational, transactional, or analytical solutions, documenting solutions and architectures, serving in a project or team leadership position.

2. Demonstrated ability to integrate data into a common environment, with a background in Data Quality best practices and disciplines.

3. Strong experience in creating data mapping documentation, including data flow diagrams and context diagrams, based on business rules provided by clients.

4. Strong experience creating detailed requirements.

5. Intermediate experience using Erwin, PowerDesigner, or other modeling software

6. Experience developing data test plans and conducting testing within the data environment.

7. Strong understanding of data quality, data profiling, data modeling techniques and methodologies, and data governance.

Strong knowledge of ETL, RDBMS concepts, SQL concepts and scripting with proficiency in querying multiple database objects.

Preferred Qualifications:

1. Master’s degree in Business Administration, Computer Science, Information Systems, or other relevant academic field.

2. Intermediate experience with source-to-target (S2T) data mapping.

3. Intermediate experience using data modeling software to create entity relationship diagrams (ERDs).

Knowledge of healthcare terminology, concepts and value chain, including in-depth knowledge of one or more key healthcare domains (e.g. client, customer, product, provider, and/or claim).

Submit Resume",4.6,"Advantage Tech Inc.
4.6","Kansas City, MO",51 to 200 Employees,1997,Company - Private,IT Services,Information Technology,$10 to $25 million (USD),41,78,59.5,"Advantage Tech Inc.
",MO,23,0,0,0,0,0,1
Data Analyst,$41K-$78K (Glassdoor est.),"Hilltop Holdings Inc. (NYSE:HTH) is a Texas-based diversified financial holding company specializing in banking, mortgage origination and financial advisory through its wholly owned subsidiaries, PlainsCapital Bank, PrimeLending and HilltopSecurities.
We are looking to hire a Data Analyst to join our team. You will take responsibility for managing our master data set, developing reports, and troubleshooting data issues. Develop and implement data standards, ensuring metadata is captured correctly, and creating methods for monitoring and reporting any data incidents. To do well in this role you need a very fine eye for detail and have a deep understanding of the popular data analysis tools and databases.

Work with Data Architect to ensure Data Governance tasks stay on track and milestones are met into an effort to mature overall Enterprise Data
Ensure Axon Data Glossary and Enterprise Data Catalog are maintained. Work with business analyst and business leaders across the enterprise and different lines of business to ensure data is curated and data lineage is established
Develop and implement data standards, ensuring metadata is captured correctly, and creating methods for monitoring and reporting any data incidents
Identify business glossary terms and work with Data Owners/Data Stewards to ensure conflicting terms are addressed
Work closely with Enterprise Data team members to perform various facets of job: Database Administration, Integration and Analytics
Manage enterprise data catalog and help establish lineage on data assets
Supporting initiatives for data integrity and normalization
Analyst is responsible for using data analytics to assess processes, determine requirements and deliver data-driven recommendations on reports to executives and stakeholders
Troubleshooting the reporting database environment and reports
Training end users on new reports and dashboards
Participate in architecture review process to ensure Governance is maintained
Providing technical expertise on data storage structures, data mining, and data cleansing
Facilitate effective elicitation, documentation, prioritization and validation of data solution requirements as necessary

Bachelor’s degree from an accredited university or college in computer science or related experience
3+ years’ experience as a data governance analyst or in related field
Demonstrated experience utilizing Informatica EDC, Informatica Axon, Azure Data Lakes and Power BI
Experience with data and ETL modeling a plus
Ability to work with stakeholders to assess potential risks
Ability to analyze existing tools and databases and provide software solution recommendations
Ability to translate business requirements into non-technical, lay terms
High-level experience in methodologies and processes for managing large scale databases
Demonstrated experience in handling large data sets and relational databases
Understanding of addressing and metadata standards
High-level written and verbal communication skills

Founded in 1998 and headquartered in Dallas, Texas, Hilltop Holdings offers a diverse range of financial services through its primary subsidiaries, PlainsCapital Bank, PrimeLending and HilltopSecurities. PlainsCapital Bank is a leading commercial bank with locations throughout Texas. PrimeLending is a national mortgage provider focused on purchase mortgage originations. HilltopSecurities provides financial advisory, clearing, retail brokerage, and other investment banking services. Hilltop Holdings seeks to build the premier Texas-based diversified financial services holding company through acquisitions and organic growth. To learn more, please visit www.hilltop-holdings.com.",2.9,"Hilltop Holdings Inc.
2.9","Irving, TX",1001 to 5000 Employees,1998,Company - Public,Banks & Credit Unions,Finance,$1 to $2 billion (USD),41,78,59.5,"Hilltop Holdings Inc.
",TX,22,0,0,0,0,0,0
Data Analyst,$41K-$78K (Glassdoor est.),"The District of Columbia Public Schools (DCPS) is seeking a Data Analyst with extensive experience in extracting and analyzing relevant data to synthesize for both quantitative and qualitative results
The District of Columbia Public Schools (DCPS) is seeking a Data Analyst with extensive experience in extracting and analyzing relevant data to synthesize for both quantitative and qualitative results. The successful candidate will operate under the direction of the DCPS Deputy Chief of Information Technology in the Office of Data Systems and Strategy.
The District of Columbia Public Schools (DCPS) educates approximately 49,000 students in 111 schools and educational centers. It employs about 8000 teachers, principals, classroom aides, social workers, counselors, custodians and other support staff classified to carry out the public education mission in DC. The District also counts amongst its facilities another four administrative locations and mission-oriented offices, such as the Central Office location and support sites, and warehouse and logistics facilities. Information Technology in the Office of the Chief Operating Officer (OCOO) creates policy and processes to assist schools, administrative offices, and staff, to seamlessly integrate technology to provide the very best educational experience for DC students.
In support of this mission, the Data Analyst will be an experienced technologist and subject matter expert in the Data Services field; with a focus on data analysis and data mining. The selected candidate will analyze, compile, verify, and query data. They will develop complex SQL queries used by reporting environments and data-driven dashboard applications; and create metadata and data dictionaries as required. The DCPS Data Analyst will be responsible for creating scripts to identify and correct common errors and data inconsistencies in incoming data. The Data Analyst will also design and implement reports using SQL as well as a variety of reporting and business intelligence tools. The successful candidate will perform with minimal oversight and act as a technical lead on data-driven dashboard applications projects.
The DCPS Data Analyst should possess extremely strong written and verbal communication skills and be able to address both business and technical audiences. The successful candidate will interact directly with DCPS customers, managers, executives, and end users. This interaction will be used to successfully analyze project objectives, data source systems, and capability requirements to include specifications for data-driven dashboard applications.



Minimum Education/Certification Requirements:
Bachelor’s degree in Information Technology or related field or equivalent experience
Skill
Required / Desired
Yrs./Exp
6-10 yrs planning, coordinating, and monitoring project activities
Required
6
6-10 yrs leading projects, ensuring they are in compliance with established standards/procedures
Required
6
Bachelor’s degree in IT or related field or equivalent experience
Required
12
Extensive experience creating metadata/data dictionaries and designing and implementing reports.
Required
6
Experience working with relational databases.
Required
8
Creating database views used for the purposes of establishing live data feeds as well as the development of data-driven dashboard applications
Required
4
Strong background in data validation supporting end-user testing of software applications.
Required
6
Strong requirements analysis, data analysis, and SQL code development skills
Required
8
Experience using SQL development software such as TOAD.
Required
8
Experience using statistical analysis software such as Minitab.
Highly desired
2
Senior-level experience working through the full SDLC, as well as, managing small data-driven IT projects w/ minimal oversight
Highly desired
4
Expertise leveraging BI tools, such as Tableau, MicroStrategy, Business Objects, QlikView
Required
4
Excellent SQL and Python skills for reports creation.
Required
4
Demonstrated knowledge of data warehousing concepts and extensive experience working with data architects in the design of database schemas.
Required
6",4.9,"Networking For Future, Inc.
4.9","Washington, DC",51 to 200 Employees,1996,Company - Private,IT Services,Information Technology,$25 to $50 million (USD),41,78,59.5,"Networking For Future, Inc.
",DC,24,1,0,0,0,1,1
Data Analyst,$41K-$78K (Glassdoor est.),"Our client, a global investment bank, is seeking a Data Analyst for their midtown Manhattan location.

Are you great at aiding in data organization, data analysis, data implementing, and supporting executive with in-depth data analysis?:
Support project manager for the PPNR Finance team during quarterly runs (including CCAR and ICAAP)
Make sure consistency across models employed for forecasting and stress testing
Maintain a clear documentation trail of approach and process
Improve intelligence by liaising with internal and external resources
You have:
– Bachelor's Degree in relevant subject area
– 1-2 years working experience in corporate credit analysis
Experience in Financial services and CCAR is preferred but not required
Computer proficiency required in Microsoft Office Suite.
- Experience with data management systems are a plus
Effective writing and oral presentation skills",3.6,"Phyton Talent Advisors LLC
3.6","New York, NY",1 to 50 Employees,-1,Company - Private,-1,-1,Less than $1 million (USD),41,78,59.5,"Phyton Talent Advisors LLC
",NY,-1,0,0,0,0,0,0
